course_code,prof_id,summary,metadata
APM346,2871799.0,"The APM346 is unnecessarily difficult, with overly complex theorems, excessive homework, and unclear midterm results. The material feels disconnected from lectures, and there's no grade curve. Why make things so difficult for students?","Summarize the following student feedback in a formal, third-person tone.
Course: APM346
Professor ID: 2871799
Avg Quality: 2.0
Avg Difficulty: 3.8
Thumbs Up: 4
Thumbs Down: 1
Grade Mode: A+"
APM346,2875624.0,Overall class was decent. Prof was a decent lecturer and midterms were fair. The final was extremely difficult and included stuff that wasn't on the syllabus. It was a good class.,"Summarize the following student feedback in a formal, third-person tone.
Course: APM346
Professor ID: 2875624
Avg Quality: 3.0
Avg Difficulty: 5.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Incomplete"
APM346,2923391.0,"The organization for this course has been the worst I have seen at UofT. Right before the midterm, he skipped three lectures and posted the recordings only two days before the test. It feels like the professors are running at their tempo without actually making students learn and be better at PDE.","Summarize the following student feedback in a formal, third-person tone.
Course: APM346
Professor ID: 2923391
Avg Quality: 1.0
Avg Difficulty: 4.67
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: Not sure yet"
APM346,3019400.0,Gael was a good professor who really wanted students to learn. He was helpful and available in person for office hours. He gave us ample hints in class for the midterm. Homeworks are nowhere near class material. Midterm was way too long and he claims its collectively all student's faults.,"Summarize the following student feedback in a formal, third-person tone.
Course: APM346
Professor ID: 3019400
Avg Quality: 2.21
Avg Difficulty: 4.37
Thumbs Up: 12
Thumbs Down: 13
Grade Mode: Not sure yet"
APM461,2885405.0,Professor Kopparty is a very generous prof who curves heavily. It is also clear from his lectures that he is an extremely smart guy. I definitely profited from taking a course with him. Course organization is poor and it's hard to see what he is writing in lecture.,"Summarize the following student feedback in a formal, third-person tone.
Course: APM461
Professor ID: 2885405
Avg Quality: 3.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
APM462,2136365.0,"He is very smart, but not easy of approach. His lecture is not crystal clear but OK. Quizzes with very high averages and of course followed by very low average on final -- definitely not a fan of that.","Summarize the following student feedback in a formal, third-person tone.
Course: APM462
Professor ID: 2136365
Avg Quality: 3.0
Avg Difficulty: 4.0
Thumbs Up: 4
Thumbs Down: 1
Grade Mode: Unknown"
APS100,2452553.0,Professor Variawa was a great professor. He played Xbox while explaining some course stuff. He gave final exam to a course where there's usually none for the online class. Overall great guy.,"Summarize the following student feedback in a formal, third-person tone.
Course: APS100
Professor ID: 2452553
Avg Quality: 3.75
Avg Difficulty: 2.75
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
APS1012,1878268.0,"Professor Armstrong is one of the best professors I have ever had at UofT. He really cares about students and always listens to their suggestions. But remember one thing: he doesn't like to argue about marks, and A+ is only for those top students.","Summarize the following student feedback in a formal, third-person tone.
Course: APS1012
Professor ID: 1878268
Avg Quality: 3.67
Avg Difficulty: 3.33
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
APS1018,1878268.0,"A Guidebook of Engineering. Good class structure helps to have a clear sight. Espicially worth to pick as Engineering students. Unorganized, and not clear. Great prof. A Guidebook Of Engineering.","Summarize the following student feedback in a formal, third-person tone.
Course: APS1018
Professor ID: 1878268
Avg Quality: 3.83
Avg Difficulty: 3.33
Thumbs Up: 5
Thumbs Down: 2
Grade Mode: A"
APS1028,1878268.0,"Professor ID: 1878268. The professor is cool, you have to folow what's happening in the lecture and show you understand the content. Summarize the following student feedback in a formal, third-person tone. Course: APS1028.","Summarize the following student feedback in a formal, third-person tone.
Course: APS1028
Professor ID: 1878268
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
APS106,2452553.0,"Professor V made computer programming fun for someone who loathes the subject, and is actually pretty chill during office hours even though his classes are huge. He related to the students, connected with them, and put in effort into our learning and we all love him.","Summarize the following student feedback in a formal, third-person tone.
Course: APS106
Professor ID: 2452553
Avg Quality: 4.75
Avg Difficulty: 3.5
Thumbs Up: 7
Thumbs Down: 0
Grade Mode: A"
APS111,2452553.0,"Professor Variawa was very helpful for both APS100 and APS111. He keeps his lectures engaging and is funny, and genuinely wants student feedback. The TAs in classes are what will screw you over and not himself. One of my favourite professors!","Summarize the following student feedback in a formal, third-person tone.
Course: APS111
Professor ID: 2452553
Avg Quality: 4.25
Avg Difficulty: 3.0
Thumbs Up: 8
Thumbs Down: 4
Grade Mode: Not sure yet"
APS112,2452553.0,"Chirag is an excellent professor who cares for his students and lectures really well. His emails are short and to the point, and he'll respond quickly too. He shares some cool stories but can get a little sidetracked sometimes... but it's ok.","Summarize the following student feedback in a formal, third-person tone.
Course: APS112
Professor ID: 2452553
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
APS162,2870449.0,"She's a caring professor who replies promptly and is quite reasonable in her expectations etc. However, not going to lie, she's not the most well versed in the course material. Her exams are very long but most questions are very straightforward.","Summarize the following student feedback in a formal, third-person tone.
Course: APS162
Professor ID: 2870449
Avg Quality: 4.6
Avg Difficulty: 3.2
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
APS163,2870449.0,"Victoria is a very generous professor. She granted extensions when our workloads got really high and responded to emails quickly. She went through many examples in class to help us understand the concepts. After the final exam, treated us to a huge curve to account for the low average on the final exams.","Summarize the following student feedback in a formal, third-person tone.
Course: APS163
Professor ID: 2870449
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
APS322,2130476.0,"Irish is an amazing teacher, he is clearly passionate about what he teachers. You dont need to really do the readings as he goes over them in depth during lecture. While this isnt a bird course, if you show up to lectures, listen, and participate, you can pull a 60-75.","Summarize the following student feedback in a formal, third-person tone.
Course: APS322
Professor ID: 2130476
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B"
APS490,2985336.0,"Most collaborative, kind, and dedicated capstone project supervisor. Summarize the following student feedback in a formal, third-person tone. Course: APS490. Professor ID: 2985336. Average Quality: 5.0.","Summarize the following student feedback in a formal, third-person tone.
Course: APS490
Professor ID: 2985336
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
ARA210,3024652.0,"Dr. Elamroussy was the best Professor I encountered at UTM, he is so caring and he has alot of knowledge about the subject. This man deserves everything good. Prof Abdelhalim is amazing, he gives really good marks if you are a good student and you participate. i recommend him 100% and I would take other courses with him.","Summarize the following student feedback in a formal, third-person tone.
Course: ARA210
Professor ID: 3024652
Avg Quality: 5.0
Avg Difficulty: 1.5
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A+"
ARC100,2139948.0,Youre better off not having him as a prof due to his lack of interest in his students and courses he is teaching. Not sure how he is even qualified to be a prof with his limited knowledge in actual architecture.,"Summarize the following student feedback in a formal, third-person tone.
Course: ARC100
Professor ID: 2139948
Avg Quality: 1.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
ARC180,2920409.0,"The course was fun but confusing, learning grasshopper and rhino was somewhat difficult as we were taught as if we already knew the programs itself. assignments however specifically the second one was really confusing but kind of fun. We werent given any feedback within our assignments so I was really confused on what I needed to improve.","Summarize the following student feedback in a formal, third-person tone.
Course: ARC180
Professor ID: 2920409
Avg Quality: 3.43
Avg Difficulty: 2.57
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
ARC200,2139948.0,"He is definitely not accessible outside class. Booked office hours with him and he does not show up. There is no clear grading criteria for projects, and feedback given is sometime unapplicable to student work.","Summarize the following student feedback in a formal, third-person tone.
Course: ARC200
Professor ID: 2139948
Avg Quality: 3.67
Avg Difficulty: 2.67
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A+"
ARC200,2873684.0,Professor Phat is an excellent combination of friendliness and expertise. He provides great advice and feedback while also connecting with students. I never felt that I couldn't approach Phat in or outside the practical!,"Summarize the following student feedback in a formal, third-person tone.
Course: ARC200
Professor ID: 2873684
Avg Quality: 5.0
Avg Difficulty: 2.17
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: B+"
ARC200,2980065.0,"Student feedback on ARC200. Professor paints bus priority lanes on Dufferin and Bathurst as harmful, invoking marginalized communities. Disappointing that someone with such regressive views is shaping minds at one of Canada's top institutions.","Summarize the following student feedback in a formal, third-person tone.
Course: ARC200
Professor ID: 2980065
Avg Quality: 1.67
Avg Difficulty: 2.33
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
ARC2048,2991346.0,"This professor is VERY demanding. The assignments that he gives are long and we had one about every week. Not awful to explain things, the lectures are just long, mandatory (if you want the participation points) and tedious to go through.","Summarize the following student feedback in a formal, third-person tone.
Course: ARC2048
Professor ID: 2991346
Avg Quality: 2.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
ARC221,2248146.0,Professor ID: 2248146Avg Quality: 5.0                Avg Difficulty: 4.0                           Grade Mode: A+     A+   “A very good course.”,"Summarize the following student feedback in a formal, third-person tone.
Course: ARC221
Professor ID: 2248146
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
ARC253,2139948.0,Professor ID: 2139948. Professor's grade mode: B+. Professor's student feedback:Messy lecture style. Goes off on tangents more than covers the course material. Extremely unprofessional.,"Summarize the following student feedback in a formal, third-person tone.
Course: ARC253
Professor ID: 2139948
Avg Quality: 1.0
Avg Difficulty: 3.0
Thumbs Up: 2
Thumbs Down: 1
Grade Mode: B+"
ARC253,3077014.0,"Eric's class, readings and lectures were really engaging. Guest speaker was great. Assignments were fun and not too hard. He refuses to let TAs grant extensions, overwhelming himself with requests.","Summarize the following student feedback in a formal, third-person tone.
Course: ARC253
Professor ID: 3077014
Avg Quality: 2.33
Avg Difficulty: 3.67
Thumbs Up: 7
Thumbs Down: 8
Grade Mode: Unknown"
ARC302,2564514.0,"The ARC302 course is a required course for comprehensive stream students. The professor is a guest lecturer every week. The course is written in class and submit in class, they demand for all of content, context and grammarly correct.","Summarize the following student feedback in a formal, third-person tone.
Course: ARC302
Professor ID: 2564514
Avg Quality: 3.5
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B"
ARC333,2139948.0,"Professor ID: 2139948Professor ID is 2139947. His lecture slides are filled with spelling mistakes. He has a rather messy style of teaching. Although the content is exciting, I think that his lecturing needs to be more rigorous.","Summarize the following student feedback in a formal, third-person tone.
Course: ARC333
Professor ID: 2139948
Avg Quality: 2.5
Avg Difficulty: 2.5
Thumbs Up: 0
Thumbs Down: 5
Grade Mode: A"
ARC351,2980065.0,"Very friendly and responsive to any question you may have. Will certainly receive good grade as long as you are attentive to the course contents. Summarize the following student feedback in a formal, third-person tone.","Summarize the following student feedback in a formal, third-person tone.
Course: ARC351
Professor ID: 2980065
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
ARC356,2950552.0,"Hadi was an amazing instructor, knowledgeable, considerate, and enthusiastic. Gained interest in the topics from this class, heavily focused on climate change. The course was very informative and offered a well-rounded curriculum of covering multiple regions around the world.","Summarize the following student feedback in a formal, third-person tone.
Course: ARC356
Professor ID: 2950552
Avg Quality: 4.5
Avg Difficulty: 2.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
ARC357,2978985.0,"One of the most horribly structured courses I've ever taken. Handwritten notes synthesizing a 61-page reading for only two points. Ridiculous. Summarize the following student feedback in a formal, third-person tone.","Summarize the following student feedback in a formal, third-person tone.
Course: ARC357
Professor ID: 2978985
Avg Quality: 1.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
ARC365,2627011.0,"Lectures were very interesting, however he did not post slides so you had to come to class and type everything down at super sonic speed. Midterm was easy, it covered class material and had no trick questions. Overall a good class and easy if you attend.","Summarize the following student feedback in a formal, third-person tone.
Course: ARC365
Professor ID: 2627011
Avg Quality: 2.38
Avg Difficulty: 3.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
ARC367,2865266.0,Professor ID: 2865266Avg Quality: 4.0                Avg Difficulty: 3.0                         Grade Mode: A                                            Course: ARC367                           Professor Grade: A.,"Summarize the following student feedback in a formal, third-person tone.
Course: ARC367
Professor ID: 2865266
Avg Quality: 4.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
ARC386,2950552.0,"Professor ID: 2950552. Summarize the following student feedback in a formal, third-person tone. ""Lectures are bad and slow and lack any pertinent information"" ""Rather not say"" than ""his lectures are bad""","Summarize the following student feedback in a formal, third-person tone.
Course: ARC386
Professor ID: 2950552
Avg Quality: 1.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Rather not say"
ARC4018,2580532.0,"Late to class 9 out of 10 times. Poor teaching style with absolutely inferior communication skills. Summarize the following student feedback in a formal, third-person tone. Course: ARC4018.Professor ID: 2580532.","Summarize the following student feedback in a formal, third-person tone.
Course: ARC4018
Professor ID: 2580532
Avg Quality: 1.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
ARH440,2900299.0,"One of the best profs I've had. I took his photogrammetry course; it's very reading-heavy (no textbook, just articles) Fortunately because of the online/tech-based nature of the course, he provided many opportunities to improve my grade.","Summarize the following student feedback in a formal, third-person tone.
Course: ARH440
Professor ID: 2900299
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B"
AST101,2969151.0,"An amazing, passionate, and knowledgeable professor who deeply cares about his field. Lectures were easy to follow and cared about student feedback. Prof Hicks is a very nice Professor. His lectures are very organized however a little bit content heavy.","Summarize the following student feedback in a formal, third-person tone.
Course: AST101
Professor ID: 2969151
Avg Quality: 5.0
Avg Difficulty: 2.5
Thumbs Up: 3
Thumbs Down: 0
Grade Mode: A+"
