course_code,prof_id,summary,metadata
ANT335,2303122.0,"The professor is good, but lectures are a bit intense and packed with info. Practical sessions don't allow tech and majority of content is written by hand. Be prepared to memorize and understand evolution down to the specifics.","Course: ANT335
Professor ID: 2303122
Avg Quality: 3.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Incomplete"
ANT336,2303122.0,"Professor Viola was the highlight of my second semester. His lectures were super clear and his enthusiasm made me excited to come to class. But make sure you do the readings, because he loves to relate them to lecture material.","Course: ANT336
Professor ID: 2303122
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
ANT344,2847867.0,"P. Ozcan is a really amazing professor and cares about his students. The amount of readings are pretty okay, but make sure to keep up with them as they are used HEAVILY in assignments. Would take classes with him again!","Course: ANT344
Professor ID: 2847867
Avg Quality: 4.0
Avg Difficulty: 2.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
ANT345,2104680.0,"Professor Sikstrom is very passionate about her work in Malawi. This course was very educational, although the two-part analysis was pretty difficult to navigate. My mark heavily relied on receiving high 90s on the midterm and final exams. Despite the rubric, it was difficult to know what they wanted.","Course: ANT345
Professor ID: 2104680
Avg Quality: 3.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
ANT349,2303098.0,"When I took the course, she was still working on her PhD. Well-organized with structured lectures, personable and friendly with students. Also dealt well with the fact that some of the guys in the class didn't take her seriously due to her being a young & attractive woman.","Course: ANT349
Professor ID: 2303098
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B"
ANT358,2104680.0,Professor Sikstrom r lectures were always interesting and kept you engaged. She is a very tough grader. My only complaint is that the tests focused more on random specifics then the big picture of the class.,"Course: ANT358
Professor ID: 2104680
Avg Quality: 3.5
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
ANT364,3019981.0,"The class, lectures, readings, and assignments are all confusing and he cannot teach. Midterm and Final were literally a joke since he decided to test us on how well we memorized the very long and detailed readings. He taught nothing and I learned nothing.","Course: ANT364
Professor ID: 3019981
Avg Quality: 2.33
Avg Difficulty: 4.33
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
ANT369,2713519.0,"Dr. Anthony delivers her lectures in relaxed manner that makes them easier for students to understand. Due to the sheer amount of readings, it's a struggle to condense them into the lectures. Aside, Dr. Anthony is a unique and very intelligent professor.","Course: ANT369
Professor ID: 2713519
Avg Quality: 3.5
Avg Difficulty: 3.0
Thumbs Up: 2
Thumbs Down: 0
Grade Mode: A"
ANT371,2174562.0,Really knows her stuff. Well-structured lectures. Interesting course materials. Good fusion of technical bioANT and analytic socANT. More comfortable with smaller classes. Big classes seem to overwhelm her a bit.,"Course: ANT371
Professor ID: 2174562
Avg Quality: 4.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B-"
ANT435,2104680.0,Prof sikstrom was a really tough grader. She was never specific about what she wanted and was very narrow minded when it came to very broad topics. Pretty much you weren right unless you had the same opinion as her. She also is horrible at respirating to questions over email.,"Course: ANT435
Professor ID: 2104680
Avg Quality: 2.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
APM346,2471724.0,This is his first time teaching this course. He normally goes really fast and many people in the lectures are lost and can't copy what he wrote quick enough. Also he tends to go off on tangents during office hours when you ask him to solve something simple.,"Course: APM346
Professor ID: 2471724
Avg Quality: 1.0
Avg Difficulty: 5.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
APM346,2515196.0,"Casey is a good lecturer of the theoretical aspect of the course. However, the solutions to his homework assignments skip so many steps and it becomes hard to understand how he got the answers from. He needs to do more examples in the lectures.","Course: APM346
Professor ID: 2515196
Avg Quality: 3.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
APM346,2871799.0,"Prof Jose’s APM346 is unnecessarily difficult, with overly complex theorems, excessive homework, and unclear midterm results. The material feels disconnected from lectures, and there's no grade curve.Avoid him unless his teaching improves.","Course: APM346
Professor ID: 2871799
Avg Quality: 2.0
Avg Difficulty: 3.8
Thumbs Up: 4
Thumbs Down: 1
Grade Mode: A+"
APM346,2875624.0,Overall class was decent. Prof was a decent lecturer and midterms were fair. The final was extremely difficult and included stuff that wasn't on the syllabus. Course: APM346.Professor ID: 2875624.,"Course: APM346
Professor ID: 2875624
Avg Quality: 3.0
Avg Difficulty: 5.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Incomplete"
APM346,2923391.0,Lecture notes barely make sense and are nothing similar to the course textbook. I don't know who the course is meant for. It feels like the professors are running at their tempo without actually making students learn and be better at PDE.,"Course: APM346
Professor ID: 2923391
Avg Quality: 1.0
Avg Difficulty: 4.67
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: Not sure yet"
APM346,3019400.0,"Gael was a good professor who really wanted students to learn. He was helpful and available in person for office hours. If you actually go to lecture and tutorial, you will do well. He gave us ample hints in class for the midterm.","Course: APM346
Professor ID: 3019400
Avg Quality: 2.21
Avg Difficulty: 4.37
Thumbs Up: 12
Thumbs Down: 13
Grade Mode: Not sure yet"
APM461,2885405.0,"Prof. Kopparty is a very generous prof who curves heavily. I definitely profited from taking a course with him. However, course organization is poor and it's hard to see what he is writing in lecture.","Course: APM461
Professor ID: 2885405
Avg Quality: 3.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
APM462,2136365.0,"He is very smart, but not easy of approach. His lecture is not crystal clear but OK. Quizzes with very high averages and of course followed by very low average on final -- definitely not a fan of that.","Course: APM462
Professor ID: 2136365
Avg Quality: 3.0
Avg Difficulty: 4.0
Thumbs Up: 4
Thumbs Down: 1
Grade Mode: Unknown"
APS100,2452553.0,Professor Variawa is my favourite professor. He had really cool ways to make the classes interesting. He did this one lecture where he played Xbox while explaining some course stuff and I've never seen anyone do that before.,"Course: APS100
Professor ID: 2452553
Avg Quality: 3.75
Avg Difficulty: 2.75
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
APS1012,1878268.0,"Professor Armstrong is one of the best professors I have ever had at UofT. He really cares about students and always listens to their suggestions. But remember one thing: he doesn't like to argue about marks, and A+ is only for those top students.","Course: APS1012
Professor ID: 1878268
Avg Quality: 3.67
Avg Difficulty: 3.33
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
APS1018,1878268.0,"Unorganized, and not clear. Good class structure helps to have a clear sight. Espicially worth to pick as Engineering students. Course: APS1018.Professor ID: 1878268.","Course: APS1018
Professor ID: 1878268
Avg Quality: 3.83
Avg Difficulty: 3.33
Thumbs Up: 5
Thumbs Down: 2
Grade Mode: A"
APS1028,1878268.0,"Prof is cool, you have to folow what's happening in the lecture and show you understand the content. Interesting guy. Course: APS1028.Professor ID: 1878268.","Course: APS1028
Professor ID: 1878268
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
APS106,2452553.0,"Chirag is an amazing Prof, he has great lectures and hes one of the few profs that shows true empathy to students. He related to the students, connected with them, and put in effort into our learning and we all love him.","Course: APS106
Professor ID: 2452553
Avg Quality: 4.75
Avg Difficulty: 3.5
Thumbs Up: 7
Thumbs Down: 0
Grade Mode: A"
APS111,2452553.0,"Professor Variawa was very helpful for both APS100 and APS111. He keeps his lectures engaging and is funny, and genuinely wants student feedback. The TAs in classes are what will screw you over and not himself.","Course: APS111
Professor ID: 2452553
Avg Quality: 4.25
Avg Difficulty: 3.0
Thumbs Up: 8
Thumbs Down: 4
Grade Mode: Not sure yet"
APS112,2452553.0,"Chirag is an excellent professor who cares for his students and lectures really well. His emails are short and to the point, and he'll respond quickly too, which is nice. He shares some cool stories but can get a little sidetracked sometimes.","Course: APS112
Professor ID: 2452553
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
APS162,2870449.0,"Great professor, and explains concepts very well, though a bit restricted since the course was online. Super easy exam and assignments too. Amazing teacher only seemed to be held back by the online nature of the course. Would take again!","Course: APS162
Professor ID: 2870449
Avg Quality: 4.6
Avg Difficulty: 3.2
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
APS163,2870449.0,"Victoria is a very generous professor. She granted extensions when our workloads got really high and responded to emails quickly. She went through many examples in class to help us understand the concepts. After the final exam, she treated us to a huge curve to account for the low average on the final exams.","Course: APS163
Professor ID: 2870449
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
APS322,2130476.0,"Prof. Irish is an amazing teacher, he is clearly passionate about what he teachers and sets up a casual atmosphere in the class. While this isnt a bird course (hard to get above 85), if you show up to lectures, listen, and participate, you can pull a 60-75.","Course: APS322
Professor ID: 2130476
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B"
APS490,2985336.0,"Most collaborative, kind, and dedicated capstone project supervisor. Professor ID: 2985336. Course: APS490.Professor ID:2985336 Guidelines: 5.0 Quality, 2.0 Difficulty, 0 Thumbs Up.","Course: APS490
Professor ID: 2985336
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
ARA210,3024652.0,"Dr. Elamroussy was the best Professor I encountered at UTM, he is so caring and he has alot of knowledge about the subject. Prof Abdelhalim is amazing, he gives really good marks if you are a good student and you participate.","Course: ARA210
Professor ID: 3024652
Avg Quality: 5.0
Avg Difficulty: 1.5
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A+"
ARC100,2139948.0,Youre better off not having him as a prof due to his lack of interest in his students and courses he is teaching. Not sure how he is even qualified to be a prof with his limited knowledge in actual architecture.,"Course: ARC100
Professor ID: 2139948
Avg Quality: 1.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
ARC180,2920409.0,"The course was fun but confusing, learning grasshopper and rhino was somewhat difficult as we were taught as if we already knew the programs itself. assignments however specifically the second one was really confusing but kind of fun. We werent given any feedback within our assignments so I was really confused on what I needed to improve.","Course: ARC180
Professor ID: 2920409
Avg Quality: 3.43
Avg Difficulty: 2.57
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
ARC200,2139948.0,He is definitely not accessible outside class. Booked office hours with him and he does not show up. There is no clear grading criteria for projects. He was a prof for a studio class so it doesn't really matter if his lecs were good.,"Course: ARC200
Professor ID: 2139948
Avg Quality: 3.67
Avg Difficulty: 2.67
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A+"
ARC200,2873684.0,Professor Le was an amazing teacher! I learned a lot in this studio course. Hope to have them again as a studio professor. Based. Course: ARC200                Professor ID: 2873684                Professor name: Phat.,"Course: ARC200
Professor ID: 2873684
Avg Quality: 5.0
Avg Difficulty: 2.17
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: B+"
ARC200,2980065.0,"This professor paints bus priority lanes on Dufferin and Bathurst as harmful. Disappointing that someone with such regressive views is shaping minds at one of Canada's top institutions. If you're looking for real progressivism, think twice before enrolling in her course.","Course: ARC200
Professor ID: 2980065
Avg Quality: 1.67
Avg Difficulty: 2.33
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
ARC2048,2991346.0,"This professor is VERY demanding. The assignments that he gives are long and we had one about every week. The lectures are just long, mandatory (if you want the participation points) and tedious to go through.","Course: ARC2048
Professor ID: 2991346
Avg Quality: 2.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
ARC221,2248146.0,"Professor ID: 2248146. Course: ARC221. Professor ID:    ""A+"":) very good course. Course name: ""ARC221"" Course title: ""A+ Course"" Course length: 1.5 hours.","Course: ARC221
Professor ID: 2248146
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
ARC253,2139948.0,Messy lecture style. Goes off on tangents more than covers the course material. Extremely unprofessional. Course: ARC253.Professor ID: 2139948. Professor ID:2139948774.,"Course: ARC253
Professor ID: 2139948
Avg Quality: 1.0
Avg Difficulty: 3.0
Thumbs Up: 2
Thumbs Down: 1
Grade Mode: B+"
ARC253,3077014.0,"Eric's class, readings and lectures were really engaging. Assignments were useful and not too many. Big class with lots of TA's. Guest speaker was great. TA was good.","Course: ARC253
Professor ID: 3077014
Avg Quality: 2.33
Avg Difficulty: 3.67
Thumbs Up: 7
Thumbs Down: 8
Grade Mode: Unknown"
ARC302,2564514.0,"Great professor and fun guest lecturer every week. Not an easy course so be sure to put extra effort for better grades. a course that is guest speech based, and write response towards speech content. Written in class and submit in class, they demand for all of content, context and grammarly correct.","Course: ARC302
Professor ID: 2564514
Avg Quality: 3.5
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B"
ARC333,2139948.0,"His lecture slides are filled with spelling mistakes and he has a rather messy style of teaching. Although the content is exciting, I think that his lecturing needs to be more rigorous. Good lecturer. Sometimes unorganized though.","Course: ARC333
Professor ID: 2139948
Avg Quality: 2.5
Avg Difficulty: 2.5
Thumbs Up: 0
Thumbs Down: 5
Grade Mode: A"
ARC351,2980065.0,Very friendly and responsive to any question you may have. Will certainly receive good grade as long as you are attentive to the course contents. Course: ARC351.Professor ID: 2980065.,"Course: ARC351
Professor ID: 2980065
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
ARC356,2950552.0,"Hadi was an amazing instructor, knowledgeable, considerate, and enthusiastic. His passion for teaching inspired me to consider continue pursuing landscape architecture. Gained interest in the topics from this class, heavily focused on climate change.","Course: ARC356
Professor ID: 2950552
Avg Quality: 4.5
Avg Difficulty: 2.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
ARC357,2978985.0,One of the most horribly structured courses I've ever taken. Handwritten notes synthesizing a 61-page reading for only two points. Ridiculous. Course: ARC357.Professor ID: 2978985.,"Course: ARC357
Professor ID: 2978985
Avg Quality: 1.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
ARC365,2627011.0,"Lectures were very interesting, however he did not post slides so you had to come to class and type everything down. Midterm was easy, it covered class material and had no trick questions. Overall a good class and easy if you attend.","Course: ARC365
Professor ID: 2627011
Avg Quality: 2.38
Avg Difficulty: 3.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
ARC367,2865266.0,Attended the first class she ever gave (According to her) and she was surprisingly much more competent than established/experienced profs in the faculty. Approachable and quite laid back during lecturing. We did weekly reading responses as well as the main written assignments.,"Course: ARC367
Professor ID: 2865266
Avg Quality: 4.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
ARC386,2950552.0,"Professor ID: 2950552. Course: ARC386. Professor ID:  2950552; Course ID: ARC386. Course name: ""ARC386""; Course title: ""Arc386"" Course length: 1.5 hours; Course length : 1.6 hours. Course grade: C.","Course: ARC386
Professor ID: 2950552
Avg Quality: 1.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Rather not say"
ARC4018,2580532.0,Late to class 9 out of 10 times. Poor teaching style with absolutely inferior communication skills. Professor ID: 2580532. Course: ARC4018.Professor ID:2580532774. Course name: ARC 4018774.,"Course: ARC4018
Professor ID: 2580532
Avg Quality: 1.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
ARH440,2900299.0,"One of the best profs I've had. I took his photogrammetry course. It's very reading-heavy (no textbook, just articles), and participation matters a lot. Very accessible outside class (and a very fast grader).","Course: ARH440
Professor ID: 2900299
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B"
AST101,2969151.0,"An amazing, passionate, and knowledgeable professor who deeply cares about his field. Lectures were easy to follow and cared about student feedback. Prof Hicks is a very nice Professor. His lectures are very organized however a little bit content heavy.","Course: AST101
Professor ID: 2969151
Avg Quality: 5.0
Avg Difficulty: 2.5
Thumbs Up: 3
Thumbs Down: 0
Grade Mode: A+"
BCB420,2885142.0,"Nice course, she is a good lecturer. Course: BCB420. Professor ID: 2885142. Course name: ""BCB420,"" course title: ""Babylonian History of the Bible""","Course: BCB420
Professor ID: 2885142
Avg Quality: 5.0
Avg Difficulty: 1.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
BCH210,2934235.0,Professor Bathurst is a 7th year Ph.D. student. She does not know how to teach. She is doing to the undergraduate what happened to her in her Ph.d. class.,"Course: BCH210
Professor ID: 2934235
Avg Quality: 1.67
Avg Difficulty: 3.56
Thumbs Up: 3
Thumbs Down: 2
Grade Mode: B"
BCH210,3056704.0,"Jason De Melo is a really caring professor who can explain difficult concepts easily. He takes the time to repeat things he wants you to know for the test and his slides are super clear. Please have more confidence in yourself, you're doing great, but still need some work.","Course: BCH210
Professor ID: 3056704
Avg Quality: 3.5
Avg Difficulty: 3.25
Thumbs Up: 0
Thumbs Down: 1
Grade Mode: Not sure yet"
BCH242,2872840.0,"Her lectures were dry and uninteresting, and it seems like she had been using the same slides for several years. No textbook or reference material, and no practice questions were provided. Never shared test questions after the test for reflection. Overall, very mediocre.","Course: BCH242
Professor ID: 2872840
Avg Quality: 1.0
Avg Difficulty: 5.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
BCH242,2895297.0,"Dr. Watts is extremely organized. Responds to emails quickly and includes helpful review questions in slides. Encourages participation in class and is kind to students. His lectures are phenomenal, and he is passionate about his research. Perfect prof!","Course: BCH242
Professor ID: 2895297
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Incomplete"
BCH311,3056704.0,"Explains general concepts clearly (even has little demonstrations and polls for participation) but does not go into much detail for many. HOWEVER, the textbook complements his lectures well, helping fill most gaps in knowledge. Evaluation questions are fair, but some are tedious to complete.","Course: BCH311
Professor ID: 3056704
Avg Quality: 3.0
Avg Difficulty: 3.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
BIO120,3043268.0,Professor Mahler was a great lecturer but the tests were arguably hard. The tests feel more like language tests rather than a bio exam. For a first year introductory bio course you have to put in so much effort I don't think it's worth it.,"Course: BIO120
Professor ID: 3043268
Avg Quality: 4.0
Avg Difficulty: 2.25
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
BIO130,2176128.0,"Professor Neumann is an amazing professor. Her lectures are heavy, but her teaching is very clear and understandable. Her slides were clear and concise, and she emphasized things you needed to know. She was also really nice in office hours.","Course: BIO130
Professor ID: 2176128
Avg Quality: 4.11
Avg Difficulty: 3.33
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
BIO150,2336999.0,David took what was my least favourite course and turned it into one where I often wished the lectures wouldn't end. The way he tailored it towards the students and was always open to questions showed how much he truly cared about the class.,"Course: BIO150
Professor ID: 2336999
Avg Quality: 5.0
Avg Difficulty: 1.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
BIO152,2865609.0,"Professor Wong, her testing are beyond difficult each question is literally written in paragraphs expected to be read in 1 min and answered immediately. Midterm were horrendous literally a bunch of multiple choice with little time. No guidelines on what to focus for studying for exam and Midterms. Be ready to read the immense textbook ch.","Course: BIO152
Professor ID: 2865609
Avg Quality: 2.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: C"
