prof_id,course_code,date,quality,difficulty,for_credit,attendance,would_take_again,grade,textbook,comment,thumbs_up,thumbs_down
2227812.0,MAT102H5,"Dec 18th, 2023",5.0,4.0,,,Yes,A+,,Amazing prof with great lectures,0,0
2227812.0,MAT137,"Dec 11th, 2023",5.0,3.0,Yes,Mandatory,Yes,Not sure yet,N/A,GOAT Best professor at UTM for math hands down. He will help with anything and is very accessible having like 4 office hours per week. Awesome guy.,1,0
2227812.0,MAT102H5,"Dec 5th, 2023",5.0,4.0,Yes,Not Mandatory,Yes,Not sure yet,N/A,"Although he may seem standoffish in the beginning, he is an amazing professor and person once you get to know him. I actively sought out his office hours to study just because of how accepting the environment was. He loves to joke around and provides great feedback and insight on any proof problem you may have. Definition of GOAT.",0,0
2227812.0,MAT102H5,"Dec 3rd, 2023",5.0,1.0,Yes,Mandatory,Yes,Not sure yet,Yes,wanna know the definition of a goat? this man right here.,0,0
2227812.0,MAT102H5,"Nov 17th, 2023",5.0,1.0,Yes,Mandatory,Yes,A+,Yes,actual goat,0,0
2227812.0,MAT223,"Nov 9th, 2023",5.0,4.0,Yes,Not Mandatory,Yes,Not sure yet,N/A,"A very good and respected professor. I had him for MAT102 and MAT135 and I reccomend. Although he is fast, that pushes the students to be fast too. Which in my opinion is great. He is my favourite professor.",0,0
2227812.0,MAT232,"Jan 5th, 2018",4.0,4.0,Yes,Not Mandatory,Yes,A+,Yes,"Many people dislike him because they think he goes too fast, but you really have to spend time to talk to him. He really goes to the root of theorems. He doesn't just explain the information, but explains how its derived clearly so you won't have to memorize the information.",1,0
2227812.0,MAT223,"Oct 4th, 2017",5.0,3.0,Yes,Mandatory,Yes,A,Yes,Amazing prof!! Very thorough with explaining and cares about his students. Would 100% pick him over Howell for MAT223. He will prepare you very well for the tests and push you to understand the material,0,1
2227812.0,MAT223,"Apr 17th, 2017",5.0,5.0,Yes,Mandatory,Yes,,Yes,"Had one of my best university experiences with Prof. Ali. He is patient and will go over the material over and over till you understand it. Does not move too quickly with the material, is considerate of students' level of understanding and is very supportive of students. Go to his office hours!",5,0
2227812.0,MATH223,"Apr 12th, 2017",4.0,5.0,Yes,Not Mandatory,Yes,Not sure yet,Yes,Hate math but love this prof.,3,2
2227812.0,MATH223,"Apr 12th, 2017",5.0,4.0,Yes,,Yes,Not sure yet,Yes,Love this prof.,4,0
2227812.0,MAT223H1S,"Jan 20th, 2017",4.0,5.0,Yes,Not Mandatory,Yes,Not sure yet,Yes,Very Good Lectures. He clearly is confident with  what he teaches.,5,1
2780331.0,soc100,"Jun 28th, 2025",5.0,1.0,Yes,Not Mandatory,Yes,,,"He was a very engaging lecturer and a caring professor. Unfortunately, I found the content to be extremely boring, but it was never his fault. Good bird course!",0,0
2780331.0,SOC352,"Jun 25th, 2025",5.0,3.0,Yes,Mandatory,Yes,A+,N/A,"Very special class I took in 2025 Winter. It was a special and experimental class, but super engaging and it opened up my eyes to non-profits. It was a class I wanted to go to, with the class projects being diverse and some being genuinely really cool. The class could use some minor improvements, but McIvor is so accommodating, direct, and genuine.",0,0
2780331.0,soc100,"Feb 4th, 2025",5.0,1.0,Yes,,Yes,,,so easy and very funny.,0,0
2780331.0,soc100,"Feb 3rd, 2025",5.0,2.0,Yes,Not Mandatory,Yes,A,N/A,"This man is actually an ANGEL! If you're looking for a bird course, take SOC100. The prof is really funny, kind and considerate and caring. He's made the course free so you don't have to buy a million dollar texts and he gives a lot of chances to do well in the course. 100% recommend.",0,0
2780331.0,soc100,"Jan 20th, 2025",5.0,1.0,Yes,Not Mandatory,Yes,B+,N/A,"If you want a course that'll keep your head up and engaged, McIvor offers that to all. Very funny lectures with skillful analogies sprinkled in, as well as getting up and close with interviewing people on how course concepts have affected them. You can tell he actually enjoys his job. The only concerning part is the final paper, marked by TA's.",1,0
2780331.0,soc100,"Jan 18th, 2025",5.0,2.0,Yes,Not Mandatory,Yes,A-,N/A,Very good prof!,0,0
2780331.0,soc100,"Jan 17th, 2025",5.0,2.0,Yes,Not Mandatory,Yes,Rather not say,N/A,"Prof. McIvor was amazing! Very organized class - with accessible materials, clear instructions for assignments and practice tests for exams. His lectures are funny and interesting. I love the PowerPoints, they are long but they're all you need for your exams. Would def take another class with him!",0,0
2780331.0,soc100,"Jan 15th, 2025",5.0,2.0,Yes,Not Mandatory,Yes,A+,N/A,"Prof McIvor is one of the best professors ever to exist. The course content is easy to understand and requires little effort, especially the post-midterm content. He gives three options for a paper, and you can redo it if you don't like your mark. He is so sweet and caring and I would take it again if I could! Take it if you have the chance to!",0,0
2780331.0,soc100,"Dec 13th, 2024",5.0,2.0,Yes,Not Mandatory,Yes,A+,N/A,"Prof. McIvor's class was my absolute favourite. He is hilarious and genuinely makes you want to show up to lecture. There is no textbook, so the slides are long but have everything you need. Papers are marked hard by the TA's, but he gives you a chance to write another if you do poorly on the first. You will do well if you try, such a good class.",0,0
2780331.0,soc100,"Dec 1st, 2024",5.0,1.0,Yes,Not Mandatory,Yes,B,N/A,"Absolute goat, only lecture that I would look forward to. He's hilarious and just a chill guy. He didn't make us use any textbooks but as exchange for that lectures are a little more dense but it really flies by since he makes it fun. Woul def take his class again, I would go into soc as a major if he taught all the classes ngl.",0,0
2780331.0,soc100,"Nov 29th, 2024",5.0,2.0,Yes,Not Mandatory,Yes,A,N/A,the goat professor,0,0
2780331.0,soc100,"Nov 27th, 2024",5.0,4.0,Yes,Not Mandatory,Yes,A+,N/A,Makes a lot of jokes and keeps the class light even when talking about heavy topics.,0,0
2780331.0,soc100,"Nov 25th, 2024",5.0,2.0,Yes,Not Mandatory,Yes,Rather not say,N/A,"He's amazing! His lectures are so interesting, with lots of jokes and stories, and stays after lectures for questions or chats. We didn't need to purchase textbook. Slides were so detailed and everything you needed for exams (a midterm + a final). Explains assignments clearly and offers lots of resources to support. Definitely recommend!",0,0
2780331.0,soc100,"Nov 21st, 2024",5.0,2.0,Yes,Not Mandatory,Yes,Not sure yet,N/A,"LOVED Dr. McIvor. Great lectures- attendance is not mandatory but I go just because he's so engaging. Slides (always posted) are incredibly detailed. Midterm and final are multiple-choice, true/false, and matching questions only. Be warned that the average is around a 70%!",0,0
2780331.0,soc100,"Nov 8th, 2024",5.0,1.0,Yes,Mandatory,Yes,,Yes,"Dr. McIvor is an exceptional professor. His ability to break down complex concepts into understandable terms is impressive. He fosters critical thinking and encourages students to challenge conventional wisdom. Beyond his academic expertise, Dr. McIvor is a supportive and approachable instructor. I'm grateful for the opportunity to learn from him.",0,0
2780331.0,soc100,"May 11th, 2023",5.0,3.0,Yes,Not Mandatory,Yes,B-,N/A,"Very down to earth. No textbook, optional weekly YouTube videos instead with little easy quizzes attached. Get two shots at all the grades so not easy but at least less stressful. Lectures were actually interesting and was easy to pay attention, lots of current events and interesting topics. Have to work for an A but an easy B if you keep up.",0,0
2896892.0,PHL256,"Jun 27th, 2025",2.0,4.0,Yes,Mandatory,,A,N/A,"She's passionate but long and multiple weekly readings, irritating discussion posts (10%) after every class based on class discussion and readings, marks were based on completion only. Both essays (25% each) were marked hard and the final exam (idr 30-35%) was doable if you studied responses from the possible exam essay questions she gave.",0,0
2896892.0,PHL206,"Jun 25th, 2025",5.0,5.0,Yes,,Yes,A+,,"A true academic, very passionate, made me enjoy philosophical writing.",0,0
2896892.0,PHL205,"Jan 22nd, 2025",2.0,4.0,Yes,Mandatory,,,N/A,Harsh marking. Flat lectures.,0,0
2896892.0,PHL205,"Jan 14th, 2025",4.0,3.0,Yes,Not Mandatory,Yes,A-,N/A,The professor is very funny and the lectures were quite engaging. Participation was graded in tutorial but it is easy to get full marks from it if you are paying attention. The readings ranged from only being a page or two all the way to a week where we got 80 pages to read but she realized it was too long so we weren't quizzed on it.,0,0
2896892.0,PHL206,"Sep 17th, 2024",5.0,2.0,Yes,Not Mandatory,Yes,B+,N/A,"I only recently realized that I forgot to leave a rating. I saw one of the reviews said she leaves harsh comments but the honesty makes good feedback. She is a great lecturer and a very informed prof. Personally, I'm not a fan of philosophy but if you are interested in the course content and are looking for an informed prof, she's a good one!",0,0
2896892.0,PHL206,"Nov 29th, 2023",5.0,3.0,Yes,Mandatory,Yes,A,N/A,"Vucu's class is engaging and inspiring with fascinating dialogues. Attendance is not mandatory, but much of the grade is participation based. I'll def be taking more of Vucu's classes, she is very knowledgeable in her field and challenges students to think without being disrespectful in her inquiries. The readings are well selected and not dry.",0,0
2896892.0,PHL206,"Apr 16th, 2023",2.0,4.0,Yes,Not Mandatory,,C+,N/A,"First time taking a class with this prof, and I found the course to be very reading heavy and I wish I took the extra credit opportunities. I honestly found the professor to be a bit rude and a lot of my assignment feedback left me feeling beaten down. But, she was very knowledgeable about the course material and gave very in depth lectures.",1,0
3079021.0,CLA231,"Jun 28th, 2025",5.0,3.0,Yes,Mandatory,Yes,A,N/A,One of the best profs I've had. She made difficult material easy to follow and really encouraged us to think critically for ourselves. she was always happy to help outside class,0,0
3079021.0,CLA231,"Jun 28th, 2025",5.0,3.0,Yes,Mandatory,Yes,B+,N/A,"Really inspiring, she knows history inside out. Everything she said in lectures stuck with me, and her slides were a lifesaver for revision. Always prepared, always approachable. Would 100% recommend!",0,0
3079021.0,CLA231,"Jun 11th, 2025",5.0,3.0,Yes,Mandatory,Yes,A-,N/A,"Super knowledgeable, organized, and a great human being! Her class was incredibly engaging and all the assignments were very stimulating, useful, and carefully graded. This was my second class with her and she's the best prof I ever had a U of T. Just amazing",0,0
3079021.0,CLA231,"Apr 17th, 2025",5.0,2.0,Yes,Mandatory,Yes,Not sure yet,N/A,Chill and actually teaches in a focused manner unlike some profs,0,0
3079021.0,CLA231,"Mar 5th, 2025",5.0,2.0,Yes,Not Mandatory,Yes,Not sure yet,Yes,"I really liked Prof Paparella. The lectures were a bit heavy and fast-paced for me, but always engaging and interesting!! I had a great time in her class and she was very easily accessible outside class hours. Pay attention in lectures and you're golden.",0,0
3102524.0,lin102,"Jun 28th, 2025",4.0,3.0,Yes,Not Mandatory,Yes,,,"Good lecturer, explains things very clearly, offers a lot of examples, and always takes her time to answer questions. Her lecture slides were useful and well organized.",0,0
3102524.0,lin102,"May 13th, 2025",4.0,4.0,Yes,,Yes,,,very sweet and kind prof. she is hilarious and tries her best to make lectures fun,0,0
3109721.0,PSY100,"Jun 28th, 2025",2.0,4.0,Yes,Not Mandatory,,,Yes,"Not good at explaining, would spend hours rambling on the easiest, most common-sense topics, and only seconds on the most confusing. She did offer extra credit stuff and was pretty lenient in some ways. Clearly, she was not the kind of professor who wants you to fail, so I wouldn't say she's awful; she just can't teach.",0,0
3109727.0,NML270,"Jul 5th, 2025",5.0,2.0,Yes,Mandatory,Yes,A+,Yes,"Professor Mercan is one of the most kind-hearted professors at UofT. She is very understanding and caring. Participation alone can boost your mark in this course. There is a lot of homework, but that is expected for any language course.",0,0
3109727.0,NML270,"Jun 28th, 2025",5.0,1.0,,Mandatory,Yes,A+,Yes,"She is genuinely the kindest person I have ever met. I feel that her marking is very easy, but I heard others complain about it when their objectively ungrammatical answer for a quiz question was marked half off. Her class average was an A-.",0,0
3032708.0,POL101,"Jun 27th, 2025",4.0,3.0,Yes,Mandatory,Yes,B+,N/A,"it was pretty good. I think the most important thing was that a caring prof which she was. Her marks were that hard. Not bad for 1,000 student class. A bit disorganized tho but it is her first yr. Overall good experience",0,0
3032708.0,POL101,"Jan 30th, 2025",2.0,2.0,Yes,Mandatory,,B+,N/A,The lectures were super boring. She would have huge quotes and paragraphs on the slides and read them out unenthusiastically. Assignments would be pushed back because the TAs took too long to grade them. Even the final mark was released long after all my other classes. The class just seemed disorganized. The work itself wasn't difficult.,2,0
3032708.0,POL101,"Jan 28th, 2025",2.0,4.0,Yes,Mandatory,,B+,N/A,"A logistical nightmare. Assignments ""forgetting"" to be posted, setting the entire class behind by weeks, grades returned MONTHS later (final essay and exam were returned on January 25th btw), assignment criteria extremely vague. Details/outline of the final essay worth 25% were changed a week before the due date - I had to start over from scratch.",1,0
3032708.0,POL101,"Jan 27th, 2025",2.0,4.0,Yes,Mandatory,,B,N/A,"It was clear she was very passionate about what she was teaching and was very knowledgeable about it, but the lectures were incredibly dense, without much information on the slides + no lecture recordings so if you missed it, you were out of luck. Assignments were incredibly disorganized, marking was disproportionately harsh.",1,0
3032708.0,POL101,"Jan 25th, 2025",2.0,3.0,Yes,Not Mandatory,,A,N/A,"The course was generally disorganized and the way she explained concepts made them unnecessarily hard to understand. We were told nothing about the exam until about 2-3 weeks before and the exam essay was based on the very last lectures in the course, so there was limited time to study. Overall, a caring professor but there is room for improvement.",1,0
3032708.0,POL101,"Jan 24th, 2025",1.0,4.0,Yes,Not Mandatory,,,Yes,"It's mind-boggling how she tries to indoctrinate students towards her way of thinking. She claims that the class isn't about arguing who's right or wrong, yet she clearly has preferences towards certain political stances and figures (which is also quite explicit in her lecture slides). FYI, she thinks Nietzsche is an existential nihilist...",0,2
3032708.0,POL101,"Jan 24th, 2025",3.0,4.0,Yes,Not Mandatory,Yes,B+,N/A,"Excellent lecturer, caring individual, passionate about what she does. Class was terribly disorganized - grades took months before they were returned with little to no feedback. TAs do not respond timely to emails, sometimes disregarding messages/follow up emails completely. The final exam dragged my mark down from high 80s to high 70s.",1,0
3032708.0,POL101,"Jan 23rd, 2025",4.0,3.0,Yes,Mandatory,Yes,,N/A,I hated my TA. She was *not* knowledgeable in the course. She doesn't know the material we are learning.  She doesn't know how to teach. She doesn't know how to use the projector so she would just read out our slides. She didn't try to figure out how to use the projector after 11 weeks. She doesn't know how to explain our essay. Her name is Sur...,0,0
3032708.0,POL101,"Jan 23rd, 2025",5.0,3.0,Yes,Mandatory,Yes,A-,N/A,"I *finally* got my grade back. They had some problems that were outside their control. We did get the assignment around a week earlier.

I like how informative the lecture was. Related to real life issues and easy to understand. I loved how she explained the electoral system; used real life celeb to explain it. She would forget to post assignment.",0,0
3032708.0,POL101,"Jan 22nd, 2025",5.0,2.0,,Mandatory,,,N/A,"lectures were good, easy to follow, and engaging. Her examples for some theories were really good and related to current events which made them so much easier to understand. Structure of the lectures were good, but structure of tutorials and assignments were all over the place.",0,0
3032708.0,POL101,"Jan 21st, 2025",2.0,3.0,Yes,Not Mandatory,,A-,,"This class overall was entirely messy and unorganized. Started off with an assignment not being posted on time, therefore delayed, then the last assignment + final exam taking 2-3 months to be returned (still waiting). Her lectures are fine, slides are mainly photos and she explains off of them but topic seems to sway a bit.",1,0
3032708.0,POL101,"Jan 13th, 2025",2.0,3.0,Yes,Not Mandatory,,,N/A,"ya shes a new prof but there was so much wrong with her lectures
she spoke like we were all in jk
her slides had no information and were mainly just pictures, like if you werent listening you would be lost when you looked and it was a pic of beyonce and jay z her most enjoyable class was the one where the comments on menti meter were left on",0,0
3032708.0,POL101,"Jan 5th, 2025",4.0,3.0,Yes,Not Mandatory,Yes,Not sure yet,N/A,"this is her first year teaching so im lenient, yet my essay that was due at 24/11 last yr hasn't been marked NOW! course logistics is disastrous with submission posted months after deadline. otherwise her lectures are very inspirational. Slides might come with nothing or a chunk of words, note-taking is hard with her fast-paced speech and lectures.",0,1
3032708.0,POL101,"Jan 2nd, 2025",5.0,3.0,Yes,Mandatory,Yes,,N/A,"I liked the material. She would go over last week's concepts that many students didn't get in next lecture. She makes it engaging and she's a great speaker. She is a great professor. She is caring, and kind, and stays after class. 

I didn't like the final exam though. The multiple choice was too hard. Writing an essay is always subjective.",0,1
3032708.0,PCJ261,"Dec 30th, 2024",4.0,4.0,Yes,Not Mandatory,Yes,Incomplete,N/A,"The professor is good at research and is very clear when she speaks. However, along with the course being challenging in terms of quality, it was also demanding in quantity. This is her first year teaching, and she will probably figure out the right spot of difficulty eventually, but she missed the mark this year.",0,0
3032708.0,POL101,"Dec 18th, 2024",3.0,2.0,Yes,Mandatory,Yes,Incomplete,N/A,"I spoke with her after class about 3 times throughout the semester, so I'd say that she's nice and was willing to explain concepts that I didn't understand during the lecture. However, the readings are a lot, (20 pgs+) and the lectures were content heavy, but she doesn't put a lot of information on her slides which makes it hard to catch up.",0,0
3032708.0,POL101,"Dec 16th, 2024",2.0,3.0,Yes,Mandatory,,Incomplete,N/A,"She was not well organized and always jumped around during her lectures, which made it all very confusing and some concepts were not explained properly so it was difficult to understand.",0,0
3032708.0,POL101,"Dec 14th, 2024",4.0,2.0,Yes,,Yes,,N/A,"She's passionate about teaching, but lacks experience. Assignments were unclear, readings were long, lecture slides were interactive but had little to no information on them. Some lectures were heavy, others light. Still easy if you reach out to a TA and visit office hours. It's her first class so she'll likely get better as she receives feedback.",1,0
3032708.0,POL101,"Dec 14th, 2024",5.0,4.0,Yes,Not Mandatory,Yes,Not sure yet,N/A,You can tell that she's new to teaching as her lectures and readings tend to be a bit heavy. Her slides are mostly - they're interactive which is cool but useless if you missed class. She cares about teaching and does explain concepts well with lots of examples. TAs really make or break the course in terms of grading. She'll get better over time.,1,0
3032708.0,POL101,"Dec 12th, 2024",4.0,3.0,Yes,Mandatory,Yes,,N/A,"Prof Dos Santos cares about what she teaches which can definitely be seen through her lectures. Her slides are quite bare so you need to note down a lot of what shes saying in person, so skipping class is not suggested. Her readings are heavy and your TA may make or break your experience in the course.",1,0
3106998.0,ESS205,"Jul 5th, 2025",5.0,2.0,,Not Mandatory,Yes,A,N/A,Better not say,0,0
3106998.0,ESS205,"Jun 30th, 2025",3.0,1.0,Yes,Not Mandatory,Yes,Rather not say,N/A,Rather not say,0,0
3106998.0,ESS205,"Jun 27th, 2025",5.0,2.0,Yes,Not Mandatory,Yes,A+,N/A,This is the easiest course to pass if you keep up with the lecture notes. The professor is straightforward and keeps us regularly updated through announcements. She is somewhat strict with deadlines and can be challenging to obtain extensions without valid proof. Those complaining expected an easy ‘A' because it's asynchronous.,0,0
3106998.0,ESS205,"Jun 27th, 2025",4.0,1.0,Yes,,Yes,A-,N/A,Better not say,0,0
3106998.0,ESS205,"Jun 25th, 2025",5.0,2.0,Yes,Not Mandatory,Yes,A,N/A,Participation marks was great!,0,0
3106998.0,ESS205,"Jun 25th, 2025",2.0,3.0,,,,Rather not say,,"She is not the most organized prof out there especially during finals period

course content is not too bad though, balance between assignments and tests",0,0
3106998.0,ESS205,"Jun 25th, 2025",1.0,3.0,Yes,Not Mandatory,,Not sure yet,N/A,Gives extra % for participation thats the only good thing about this course tbh,0,0
3106998.0,ESS205,"Jun 25th, 2025",2.0,1.0,,,,A-,,Not recommended,0,0
3106998.0,ESS205,"Jun 22nd, 2025",5.0,3.0,Yes,Not Mandatory,Yes,A,,Gives lots of constructive feedback. She is very reasonable.,0,0
3106998.0,ESS205,"Jun 22nd, 2025",5.0,3.0,Yes,Not Mandatory,Yes,A,Yes,She is lenient allowing us to retake quizzes we missed,0,0
3106998.0,ESS205,"Jun 22nd, 2025",4.0,3.0,Yes,Not Mandatory,Yes,A+,Yes,She is approachable,0,0
3106998.0,ESS205,"Jun 3rd, 2025",2.0,3.0,Yes,Not Mandatory,,Not sure yet,N/A,"Slow and monotone lectures, made 10x worse being online. At other times she will raise her pitch at the end of each sentence like she is asking a question. Assignment guidelines are not clear unless you ask her directly. Tests are incredibly disorganized with repeating MCQ questions, on the same test... Avoid at all costs",0,0
2990412.0,SOC214,"Jun 27th, 2025",4.0,4.0,Yes,Not Mandatory,,B,N/A,She's nice and a good lecturer but the exam is seriously all memorization and specific details from the readings and you need photographic memory to remember all the graph trends from her slides. The fact check paper was worth 50% and the TA who marked it was very nit picky. Take another class if you're able to.,0,0
2990412.0,SOC395,"Jun 25th, 2025",2.0,3.0,Yes,Mandatory,,,N/A,"Her lectures are super presentation-heavy and statistic-heavy. Although she claims her multi-choice tests are more engaging, it's still about memorization, so her tests are relatively easy but unengaging. Additionally, the 5 reflections (10% each) are graded extremely harshly with often-contradictory advice from TAs. Interesting topics but bad clas",0,0
2990412.0,SOC214,"Apr 3rd, 2025",1.0,5.0,Yes,Not Mandatory,,B+,N/A,Horrible Prof! Do not take,0,0
2990412.0,SOC214,"Feb 7th, 2025",4.0,2.0,Yes,Not Mandatory,Yes,A+,N/A,"Dr. Pepin's lectures are clear, interesting, and relatively light in content. A lot of the content in this course is relatively intuitive to understand and memorize. There was ~30 pages of reading per week, however, getting the main point from these was sufficient. There is a paper worth 50% but you have two opportunities do this well.",0,0
2990412.0,SOC214,"Jan 13th, 2025",1.0,3.0,Yes,Not Mandatory,,B+,N/A,"Please do not take this course with this professor. Midterms and Tests were all memorization, it wasn't about learning concepts. Don't get me started on the fact check paper!!!",0,0
2990412.0,SOC214,"Sep 11th, 2024",2.0,3.0,Yes,Not Mandatory,,Drop/Withdrawal,N/A,"Professor Pepin is a good lecturer, but her class structure is unclear, and you don't learn much. Her assignment instructions are clear, and she spends time in class explaining everything clearly. However, she can be unaccommodating and may not go out of her way to help her students. The tests are multiple-choice but based on memorization.",0,0
2990412.0,SOC214,"Mar 31st, 2024",1.0,4.0,Yes,Not Mandatory,,A-,N/A,"The prof is a really nice and sweet person, but this course is so bad, and I hated it so much. The tests are basically pure memorizations of trends and graphs... It is not about understanding. AT ALL.. The last time I needed to memorize useless data was back in middle school. The worst sociology course I've taken since I got into this major.",1,0
2990412.0,SOC214,"Mar 4th, 2024",2.0,4.0,Yes,Not Mandatory,,Rather not say,N/A,"You can never hear her voice in the lecture, everything is so unclear, tons of memories in the test. Really bad experience, even though she is really nice, and you have everything available for 7 days grace, it still feels so bad to have this course",1,0
2917555.0,WGS396,"Jun 27th, 2025",5.0,3.0,Yes,Mandatory,Yes,A,N/A,"I've taken several of Professor Ferguson's courses, and she is such a kind prof. She has a very specific field of interest (gothic feminist lit), but finds ways to incorporate that into the course without it becoming inaccessible or overly difficult. Flexible and easy to talk to, and always happy to find a way to make the course work for you.",0,0
2917555.0,WGS396,"Apr 15th, 2025",5.0,3.0,Yes,Not Mandatory,Yes,,N/A,"One of the most caring, interested, and interesting professors I've come across. Attendance wasn't mandatory, but it was worth it. The assignments were clear and effective. I would definitely recommend this class, even for people outside of the discipline.",0,0
2917555.0,WGS396,"Mar 26th, 2025",4.0,4.0,Yes,Not Mandatory,Yes,,N/A,"I found this course interesting and inspiring. Prof. Ferguson is great and has passion for what she teaches. Doing the assignments was fun and therapeutic, but after getting marks back from the TAs I was kind of bummed. This is not an English course and while Prof. Ferguson herself never made it feel restrictive, the TAs didn't get that memo.",0,0
2917555.0,WGS462,"Feb 12th, 2025",5.0,2.0,Yes,,Yes,,N/A,"i'm not sure what the other rating is talking about but prof ferguson has a heart made out of gold. she is kind, intelligent, funny, and so good at keeping the class engaged. she truly cares about her students and their wellbeing. she is one of a kind; best prof i have ever had in my four years at uoft!",0,0
2917555.0,WGS396,"Jun 24th, 2023",1.0,5.0,,Mandatory,,,N/A,"The instructor was very unfair in their marking criteria. Expecting students to follow absolute ENGLISH literacy conventions is highly uncalled for, and unrealistic. The instructor fails to accommodate or sympathize with students who don't have writing proficiency. The course became daunting and demotivational w/ weighing all grades on assignments.",0,0
3069933.0,FSL222,"Jun 27th, 2025",5.0,1.0,Yes,Mandatory,Yes,B,N/A,"He's super friendly and tries his best to make students feel comfortable instead of overwhelmed when learning a new language. He has engaging lectures, understanding of most circumstances, explains concepts really well, fair grader and organized. I would opt for always taking his french classes with the TA Fan Xu who is also amazing 11/10.",0,0
3069933.0,FSL222,"Apr 23rd, 2025",5.0,3.0,Yes,Mandatory,Yes,B-,N/A,"I've taken FSL220 and FSL222 with Prof Sacre now & both times, he has been super nice, caring, & accommodating of his students. There are lots of tests & attendance is usually taken in class. Lots of material is covered in lectures so I wouldn't recommend skipping! Overall, would def recommend taking FSL classes with Prof Sacre!!",0,0
3069933.0,FSL222,"Apr 17th, 2025",5.0,3.0,Yes,Mandatory,Yes,,N/A,"best french prof at uoft! so sweet and caring towards students wellbeing. great instructor, made all the content easy to understand and clear. had no problem answering questions and helping students. assessments were spread throughout the year and he made a strong effort to prepare us for each one. lots of extra material for extra practice.",0,0
3069933.0,FSL222,"Jan 14th, 2025",5.0,3.0,Yes,Mandatory,Yes,,N/A,"Prof. Sacre is an amazing and understanding professor, and his lectures have taught me so much more than my years of French throughout high school, while being fun! He values student well-being and mental health, and explains concepts clearly and clarifies any issues. Engaging with the practice questions during lectures will greatly help you too!",1,0
3023610.0,CSE345H1,"Jun 26th, 2025",5.0,4.0,Yes,Mandatory,Yes,Not sure yet,N/A,"Dr. Mujtaba is the most open-minded professor I've ever encountered. She encourages students to think critically, beyond binaries, and with contradictions. I learned a lot!

Definitely speak to her 1on1 about her expectations for assignments because the assignment descriptions don't say it all. But once you speak to her you're absolutely golden!",0,0
3023610.0,CSE345H1,"May 27th, 2025",5.0,3.0,,,Yes,,,"Professor Mujtaba is a well-rounded intelligent person. She goes up and beyond for her students, is passionate and really knows her stuff not only in her research she knows so much.  I am a big fan of her lectures SHe is a capitvating speaker",0,0
3023610.0,CSE270,"Mar 2nd, 2025",5.0,4.0,,,Yes,,,best professor period,0,0
